us_state,release_date,title,runtime,budget,revenue,popularity,vote_average,vote_count,net_income
Louisiana,2006-04-22,Mammoth,90.0,0,0,4.853067,3.6,13.0,0
Louisiana,2015-03-06,Bad Asses on the Bayou,85.0,5300000,0,4.743997,5.8,34.0,-10600000
Louisiana,1981-09-25,Southern Comfort,105.0,0,0,4.239893,7.0,83.0,0
Louisiana,2008-08-24,Autopsy,84.0,15000000,0,4.230297,4.5,51.0,-30000000
Louisiana,2008-12-17,The Yellow Handkerchief,102.0,15000000,317000,3.919317,6.4,53.0,-29683000
Louisiana,1989-12-15,Blaze,117.0,0,19131000,3.444266,5.9,14.0,19131000
Louisiana,1975-07-01,The Drowning Pool,108.0,0,0,3.027586,6.5,21.0,0
Louisiana,1993-09-10,Undercover Blues,90.0,0,12416686,2.614785,6.2,47.0,12416686
Louisiana,2013-09-05,Ragin Cajun Redneck Gators,90.0,0,0,1.847925,3.3,11.0,0
Louisiana,2011-01-04,Cool Dog,88.0,0,0,1.587201,4.6,8.0,0
New York,2011-01-04,Cool Dog,88.0,0,0,1.587201,4.6,8.0,0
Louisiana,2010-09-22,Terror Trap,86.0,0,0,1.466318,3.7,16.0,0
Louisiana,1979-04-17,The Evictors,92.0,0,0,1.385336,6.5,9.0,0
Louisiana,2000-04-15,The St  Francisville Experiment,79.0,0,0,0.932625,5.5,5.0,0
Louisiana,1991-08-23,Grand Isle,112.0,0,0,0.842431,0.0,0.0,0
Louisiana,1972-09-24,Sounder,105.0,0,0,0.684483,6.5,11.0,0
Louisiana,1987-05-01,Shy People,118.0,0,0,0.630259,6.0,4.0,0
New York,1987-05-01,Shy People,118.0,0,0,0.630259,6.0,4.0,0
Louisiana,1974-01-01,The Autobiography of Miss Jane Pittman,112.0,0,0,0.617547,3.3,4.0,0
New York,1974-01-01,The Autobiography of Miss Jane Pittman,112.0,0,0,0.617547,3.3,4.0,0
Louisiana,1972-09-26,Moon of the Wolf,75.0,0,0,0.607379,5.4,7.0,0
Louisiana,2015-02-10,Proof of the Devil,75.0,0,0,0.439368,2.6,4.0,0
Louisiana,2009-12-13,The Dunwich Horror,87.0,0,0,0.431157,2.6,11.0,0
Louisiana,2016-02-26,Theo Von: No Offense,66.0,0,0,0.401253,7.7,3.0,0
Louisiana,1966-10-26,Texas Across the River,101.0,0,0,0.3214,5.7,5.0,0
Texas,1966-10-26,Texas Across the River,101.0,0,0,0.3214,5.7,5.0,0
Louisiana,1976-03-01,Creature from Black Lake,95.0,0,0,0.280284,6.0,3.0,0
Louisiana,2011-07-28,Serving Life,0.0,0,0,0.255898,9.0,1.0,0
Louisiana,1953-05-08,Cry of the Hunted,80.0,0,0,0.255534,6.0,2.0,0
Louisiana,1991-07-07,Scorchers,88.0,0,0,0.187811,4.8,3.0,0
Louisiana,1955-05-20,The Far Horizons,108.0,0,0,0.186768,4.0,3.0,0
Louisiana,1950-08-24,The Toast of New Orleans,97.0,0,0,0.108856,6.7,3.0,0
Louisiana,2008-01-18,The Recruiter,86.0,0,0,0.087263,6.0,1.0,0
Louisiana,1987-05-10,A Gathering of Old Men,91.0,0,0,0.079589,7.0,1.0,0
Louisiana,1986-06-13,Belizaire the Cajun,103.0,0,1,0.063442,5.0,1.0,1
Louisiana,2011-11-23,Bayou Blue,79.0,0,0,0.060943,4.0,1.0,0
Louisiana,1973-11-22,Hot Pepper,54.0,0,0,0.035295,5.0,1.0,0
Louisiana,2014-04-18,Vanishing Pearls: The Oystermen of Pointe à la Hache,80.0,0,0,0.01412,0.0,0.0,0
Louisiana,1992-01-01,Where The Red Fern Grows II: The Classic Continues,96.0,0,0,0.005984,5.5,4.0,0
Louisiana,1971-01-01,Spend It All,43.0,0,0,0.001021,5.0,1.0,0
Maine,1999-08-06,The Iron Giant,86.0,70000000,23159305,15.441459,7.6,1470.0,-116840695
Maine,2001-11-23,In the Bedroom,130.0,1700000,0,9.698269,6.4,90.0,-3400000
New York,2001-11-23,In the Bedroom,130.0,1700000,0,9.698269,6.4,90.0,-3400000
Maine,2012-01-21,Black Rock,83.0,0,0,8.732143,4.9,80.0,0
Maine,2007-11-21,The Mist,126.0,18000000,57096190,8.435642,6.7,1438.0,21096190
Maine,2003-03-21,Dreamcatcher,136.0,68000000,75715436,7.694847,5.2,574.0,-60284564
Maine,2013-09-08,Beneath the Harvest Sky,116.0,0,0,7.558162,6.4,7.0,0
Maine,2004-10-15,Riding the Bullet,98.0,5000000,0,5.225658,5.0,52.0,-10000000
Maine,1990-10-26,Graveyard Shift,89.0,10500000,11582891,4.668541,4.5,52.0,-9417109
Maine,2004-02-24,Welcome to Mooseport,110.0,30000000,14000000,3.832792,4.8,54.0,-46000000
Maine,1979-01-01,Prophecy,102.0,12000000,54000000,3.579175,5.4,25.0,30000000
Maine,2011-12-10,Bag of Bones,157.0,15000000,0,2.539238,5.8,41.0,-30000000
Maine,1937-04-27,A Star Is Born,111.0,0,0,2.537508,6.3,24.0,0
Maine,1987-10-14,The Whales of August,90.0,0,0,2.070503,7.1,17.0,0
Maine,2013-11-30,Let It Snow,0.0,0,0,1.643516,5.3,10.0,0
Maine,2000-01-01,They Nest,92.0,4000000,0,1.590236,4.7,15.0,-8000000
Maine,2016-08-05,Five Nights in Maine,82.0,0,0,1.448776,5.4,14.0,0
Maine,2014-02-27,Bluebird,90.0,0,0,1.072631,6.3,10.0,0
Maine,1946-10-25,The Strange Woman,100.0,0,0,1.070331,6.7,7.0,0
Maine,1963-07-07,Summer Magic,110.0,0,0,1.03185,6.4,15.0,0
Maine,2017-06-04,Site Unseen: An Emma Fielding Mystery,90.0,0,0,0.86016,6.0,2.0,0
Maine,1947-06-13,Welcome Stranger,107.0,0,0,0.405181,0.0,0.0,0
Maine,1997-01-05,Keeping the Promise,0.0,0,0,0.342396,0.0,0.0,0
Maine,2014-10-31,Magical Universe,80.0,0,0,0.171424,6.3,4.0,0
New York,2014-10-31,Magical Universe,80.0,0,0,0.171424,6.3,4.0,0
Maine,2008-01-01,Secrets of the Summer House,90.0,0,0,0.121553,3.2,3.0,0
Maine,2016-12-02,Best and Most Beautiful Things,90.0,0,0,0.103395,6.0,1.0,0
Maine,1953-03-12,Confidentially Connie,74.0,0,0,0.092012,4.0,1.0,0
Texas,1953-03-12,Confidentially Connie,74.0,0,0,0.092012,4.0,1.0,0
Maine,2000-12-01,Two Ninas,88.0,0,0,0.071497,7.0,1.0,0
New York,2000-12-01,Two Ninas,88.0,0,0,0.071497,7.0,1.0,0
Maine,2009-10-21,Double Tide,99.0,0,0,0.060493,10.0,1.0,0
Maine,2006-01-01,Islander,100.0,0,0,0.038903,5.0,1.0,0
Maryland,1999-07-14,The Blair Witch Project,81.0,60000,248000000,14.838386,6.3,1090.0,247880000
Maryland,2006-08-11,Step Up,104.0,12000000,114194847,14.21769,6.7,1092.0,90194847
Maryland,2008-02-14,Step Up 2: The Streets,98.0,23000000,150816700,7.667579,6.5,658.0,104816700
Maryland,2012-09-13,The Bay,84.0,0,30668,6.770051,5.5,237.0,30668
Maryland,2010-11-12,Avalon High,60.0,0,0,4.96893,5.8,146.0,0
Minnesota,2010-11-12,Avalon High,60.0,0,0,4.96893,5.8,146.0,0
Maryland,2000-10-27,Book of Shadows: Blair Witch 2,90.0,0,0,4.792013,4.3,216.0,0
Maryland,1986-04-04,Violets Are Blue,88.0,0,0,0.896878,2.5,2.0,0
Maryland,1986-01-01,Heavy Metal Parking Lot,17.0,0,0,0.885949,7.6,10.0,0
Maryland,2006-09-12,Darkon,93.0,0,0,0.31215,6.7,6.0,0
Maryland,2003-10-13,Girlhood,82.0,0,0,0.190009,7.4,5.0,0
Maryland,2005-03-11,The Boys of Baraka,84.0,0,0,0.077318,6.5,2.0,0
Maryland,2014-02-12,The New Black,80.0,0,0,0.069292,8.0,1.0,0
Massachusetts,2010-09-11,Conviction,107.0,12500000,6732980,11.024462,7.0,195.0,-18267020
Massachusetts,2012-09-10,The Lords of Salem,101.0,1500000,1165882,9.981121,5.1,244.0,-1834118
Massachusetts,2010-04-10,At Risk,90.0,5000000,0,9.502186,3.4,9.0,-10000000
Tennessee,2010-04-10,At Risk,90.0,5000000,0,9.502186,3.4,9.0,-10000000
Massachusetts,1996-11-27,The Crucible,124.0,25000000,0,9.412825,6.7,134.0,-50000000
Massachusetts,1990-12-14,Mermaids,110.0,31000000,35419397,5.55237,6.5,124.0,-26580603
Massachusetts,2011-06-13,17 Girls,87.0,4141459,201607,5.109329,5.6,103.0,-8081311
Massachusetts,1996-02-09,Beautiful Girls,112.0,0,0,4.670562,6.6,103.0,0
Massachusetts,2015-10-18,Jesse Stone: Lost in Paradise,87.0,0,0,1.929064,6.1,19.0,0
Massachusetts,2013-10-06,Restless Virgins,0.0,0,0,1.9057,6.2,10.0,0
Massachusetts,1967-09-23,Titicut Follies,84.0,0,0,1.484381,7.3,23.0,0
Massachusetts,2015-05-29,American Poltergeist,77.0,0,0,1.370522,2.6,21.0,0
Massachusetts,2012-06-17,Fairhaven,81.0,0,0,1.283474,5.0,3.0,0
Massachusetts,1999-05-15,Rocky Marciano,100.0,0,0,1.238427,5.5,10.0,0
Massachusetts,2012-10-28,The American Scream,91.0,0,0,1.129757,7.1,8.0,0
Massachusetts,1950-07-28,Mystery Street,93.0,0,0,0.784985,6.2,9.0,0
Massachusetts,2007-07-21,Bill Maher: The Decider,60.0,0,0,0.633204,7.1,9.0,0
Massachusetts,1975-02-10,The Legend of Lizzie Borden,96.0,0,0,0.593118,5.8,6.0,0
Massachusetts,1937-02-12,Maid of Salem,86.0,0,0,0.287532,3.3,2.0,0
Massachusetts,1979-04-02,The Scarlet Letter,240.0,0,0,0.193441,0.0,0.0,0
Massachusetts,1995-08-08,High on Crack Street: Lost Lives in Lowell,60.0,0,0,0.150412,5.4,4.0,0
Massachusetts,2004-09-10,Freedom Park,99.0,275000,0,0.003324,0.0,0.0,-550000
Michigan,2008-12-09,Gran Torino,116.0,33000000,269958228,14.794228,7.8,3181.0,203958228
Michigan,2007-09-14,Closing the Ring,118.0,23000000,0,10.320049,6.3,20.0,-46000000
Michigan,2007-04-16,In the Land of Women,97.0,10000000,17500000,9.351276,5.8,163.0,-2500000
Michigan,2012-04-04,American Reunion,113.0,50000000,234989584,8.10609,6.1,1641.0,134989584
Michigan,1997-04-11,Grosse Pointe Blank,107.0,0,28084357,7.556814,6.9,278.0,28084357
Michigan,2008-02-28,Semi-Pro,91.0,0,33472850,6.733237,5.4,255.0,33472850
Michigan,2010-09-17,Catfish,87.0,30000,3045943,5.174738,6.5,201.0,2985943
New York,2010-09-17,Catfish,87.0,30000,3045943,5.174738,6.5,201.0,2985943
Michigan,1989-09-01,Roger & Me,91.0,160000,6706368,4.877009,7.4,92.0,6386368
Michigan,2006-02-07,Winter Passing,98.0,3500000,113783,4.456904,6.7,28.0,-6886217
Michigan,2001-01-26,Tape,86.0,100000,490475,3.580063,6.9,63.0,290475
Michigan,1994-10-28,The Road to Wellville,118.0,0,0,3.416181,5.5,43.0,0
Michigan,2012-01-01,Battleground,95.0,1000000,0,1.648077,4.5,13.0,-2000000
Michigan,1989-05-19,How I Got Into College,86.0,0,0,1.643663,5.5,12.0,0
Pennsylvania,1989-05-19,How I Got Into College,86.0,0,0,1.643663,5.5,12.0,0
Michigan,2007-09-27,Slacker Uprising,102.0,0,0,1.202312,5.9,10.0,0
Michigan,2009-04-09,A Very Potter Musical,166.0,0,0,1.054258,7.7,20.0,0
Michigan,1978-09-26,One in a Million: The Ron LeFlore Story,100.0,0,0,0.941714,5.5,3.0,0
Michigan,1966-02-17,Secret Agent Super Dragon,100.0,0,0,0.910855,1.5,2.0,0
Michigan,2014-10-09,The Surface,86.0,0,0,0.834443,4.2,6.0,0
Michigan,2016-06-01,The Dark Below,75.0,0,0,0.734852,4.7,3.0,0
Michigan,2011-10-15,Finding a Family,88.0,0,0,0.731987,5.8,9.0,0
Michigan,1971-02-28,The Sporting Club,107.0,0,0,0.616213,0.0,0.0,0
Michigan,1999-01-01,Robert Schimmel: Unprotected,55.0,0,0,0.454925,8.5,2.0,0
Michigan,1942-12-04,Thunder Rock,112.0,0,0,0.225312,7.3,3.0,0
Michigan,2001-01-01,Suspended Animation,114.0,0,0,0.124863,0.0,0.0,0
Michigan,1980-01-04,Demon Lover Diary,90.0,0,0,0.001393,5.0,1.0,0
Minnesota,1996-04-05,Fargo,98.0,7000000,60611975,12.61469,7.7,2080.0,46611975
Minnesota,2011-04-03,Rio,96.0,90000000,484635760,10.403228,6.5,2213.0,304635760
Minnesota,1961-09-25,The Hustler,134.0,2000000,7600000,9.333533,7.6,243.0,3600000
Minnesota,1998-04-17,Major League: Back to the Minors,107.0,0,3572443,8.207548,4.3,20.0,3572443
Minnesota,1999-07-23,Drop Dead Gorgeous,98.0,10000000,10571408,6.396767,6.5,88.0,-9428592
Minnesota,2005-10-21,Sweet Land,110.0,0,0,6.185658,6.1,12.0,0
Minnesota,2015-02-20,"Kumiko, the Treasure Hunter",105.0,0,0,4.580804,6.4,104.0,0
Minnesota,1993-02-12,Untamed Heart,102.0,0,18899204,3.704567,6.5,49.0,18899204
Minnesota,2016-06-19,"Murder, She Baked: A Deadly Recipe",84.0,0,0,3.060973,7.1,7.0,0
Minnesota,1930-02-16,City Girl,90.0,0,0,2.933003,7.4,19.0,0
Minnesota,2005-12-26,A Little Trip to Heaven,98.0,12000000,0,2.16269,5.2,21.0,-24000000
Minnesota,1994-06-29,Little Big League,119.0,0,0,1.960563,6.0,20.0,0
Minnesota,1972-05-12,The Great Northfield Minnesota Raid,91.0,0,0,1.569337,6.0,11.0,0
Minnesota,2014-11-15,Trailer Park Boys: Live at the North Pole,88.0,0,0,1.43617,7.6,8.0,0
Minnesota,1989-10-14,Catch Me If You Can,106.0,0,0,1.404418,6.0,3.0,0
Minnesota,1930-02-21,Anna Christie,89.0,0,0,0.843203,5.6,7.0,0
Minnesota,2015-02-07,The Seventh Fire,78.0,0,0,0.469971,6.5,2.0,0
Minnesota,2017-08-07,A Gray State,93.0,0,0,0.392855,0.0,1.0,0
Minnesota,1980-05-05,Off the Minnesota Strip,104.0,0,0,0.339137,0.0,0.0,0
New York,1980-05-05,Off the Minnesota Strip,104.0,0,0,0.339137,0.0,0.0,0
Minnesota,1990-10-21,The Love She Sought,100.0,0,0,0.114537,1.0,1.0,0
Minnesota,1990-09-28,American Dream,98.0,0,269823,0.075885,6.0,2.0,269823
New York,1990-09-28,American Dream,98.0,0,269823,0.075885,6.0,2.0,269823
Mississippi,2012-12-25,Django Unchained,165.0,100000000,425368238,19.785025,7.8,10297.0,225368238
Mississippi,1996-12-20,Ghosts of Mississippi,130.0,0,0,15.50082,6.2,40.0,0
Mississippi,2016-06-24,Free State of Jones,139.0,50000000,25035950,10.223582,6.6,439.0,-74964050
Mississippi,2010-01-20,Happythankyoumoreplease,100.0,0,215576,9.668784,6.4,89.0,215576
New York,2010-01-20,Happythankyoumoreplease,100.0,0,215576,9.668784,6.4,89.0,215576
Mississippi,2013-05-01,Mud,130.0,10000000,21587700,7.881579,7.0,1080.0,1587700
Mississippi,1999-04-16,Life,108.0,80000000,73345029,7.579444,6.4,179.0,-86654971
Mississippi,2011-08-09,The Help,146.0,25000000,124272124,7.486118,7.9,1966.0,74272124
Mississippi,2000-01-14,My Dog Skip,95.0,7000000,0,7.061185,6.5,71.0,-14000000
Mississippi,1989-04-28,Miss Firecracker,102.0,0,0,6.250816,5.0,8.0,0
Mississippi,2015-07-04,Mississippi Grind,108.0,0,130541,6.054981,5.9,137.0,130541
Mississippi,1991-09-18,Mississippi Masala,118.0,0,0,5.659326,6.4,21.0,0
Mississippi,1988-03-25,Biloxi Blues,106.0,20000000,51684798,4.619593,6.4,72.0,11684798
Mississippi,1991-05-17,Stone Cold,92.0,0,0,4.173455,5.6,35.0,0
Mississippi,1996-10-11,The Chamber,113.0,50000000,22540359,3.998494,5.9,62.0,-77459641
Mississippi,1966-08-03,This Property Is Condemned,110.0,0,0,3.732049,6.1,25.0,0
Mississippi,1974-02-11,Thieves Like Us,123.0,0,0,3.072578,6.2,13.0,0
Mississippi,2015-03-14,Raiders!: The Story of the Greatest Fan Film Ever Made,93.0,0,0,2.245922,7.6,16.0,0
Mississippi,1949-11-22,Intruder in the Dust,87.0,0,0,2.038165,7.8,4.0,0
Mississippi,1951-07-13,Show Boat,107.0,2300000,11000000,2.01799,6.9,18.0,6400000
Mississippi,1969-12-25,The Reivers,106.0,0,0,1.813867,5.9,17.0,0
Mississippi,2011-11-17,Tom Sawyer,109.0,0,0,1.691429,6.6,15.0,0
Mississippi,2016-10-07,The Hollow,128.0,0,0,1.518099,5.0,14.0,0
Mississippi,1973-01-01,Tom Sawyer,103.0,0,0,1.490174,6.3,21.0,0
Mississippi,1998-03-04,The Con,92.0,0,0,1.235102,5.0,3.0,0
Mississippi,1942-03-18,Reap the Wild Wind,123.0,0,0,1.076119,6.9,8.0,0
Mississippi,1956-05-12,"Good-bye, My Lady",94.0,0,0,1.037593,7.5,2.0,0
Mississippi,2008-01-19,Ballast,96.0,0,0,1.020165,7.0,13.0,0
Mississippi,2003-08-17,Red Water,92.0,0,0,1.012234,3.3,18.0,0
Mississippi,1957-06-14,Tammy and the Bachelor,89.0,0,0,0.922678,7.8,7.0,0
Mississippi,1960-08-03,The Adventures of Huckleberry Finn,107.0,0,0,0.918072,5.9,8.0,0
Mississippi,2011-10-21,The Dynamiter,73.0,250000,0,0.907111,6.6,13.0,-500000
Mississippi,2007-03-22,Hands off Mississippi,98.0,0,0,0.900245,6.9,7.0,0
Mississippi,1961-07-26,Tammy Tell Me True,97.0,0,0,0.791764,6.0,3.0,0
Mississippi,1974-05-24,Huckleberry Finn,118.0,0,0,0.773371,6.1,4.0,0
Mississippi,2009-01-15,Prom Night in Mississippi,90.0,0,0,0.737666,8.3,3.0,0
Mississippi,2009-01-16,Mississippi Damned,120.0,0,0,0.728953,7.0,4.0,0
Mississippi,1998-12-25,Down in the Delta,112.0,0,0,0.670559,6.4,5.0,0
Mississippi,1961-11-16,Summer and Smoke,118.0,0,0,0.669198,5.8,8.0,0
Tennessee,1961-11-16,Summer and Smoke,118.0,0,0,0.669198,5.8,8.0,0
Mississippi,1984-09-28,The River Rat,94.0,0,1142944,0.57743,6.3,8.0,1142944
Mississippi,1948-08-25,Tap Roots,109.0,0,0,0.574034,6.3,2.0,0
Mississippi,2012-11-17,The Great Flood,80.0,0,0,0.523999,5.9,5.0,0
Mississippi,2015-08-22,Tig Notaro: Boyish Girl Interrupted,55.0,0,0,0.454685,6.3,4.0,0
Mississippi,2012-03-30,Trailer Park Jesus,80.0,0,0,0.396249,5.5,2.0,0
Missouri,2012-03-30,Trailer Park Jesus,80.0,0,0,0.396249,5.5,2.0,0
Mississippi,2000-04-04,Tom Sawyer,89.0,0,0,0.298892,6.2,3.0,0
Mississippi,1998-12-13,The Tempest,85.0,0,0,0.249567,7.0,2.0,0
Mississippi,2012-10-30,Ghosts of Ole Miss,51.0,0,0,0.18503,7.0,3.0,0
Mississippi,1984-01-01,The Bostonians,122.0,0,0,0.182355,5.5,4.0,0
Mississippi,2012-09-11,The Last White Knight,78.0,0,0,0.173305,6.0,1.0,0
Mississippi,2013-08-16,In Search of Blind Joe Death: The Saga of John Fahey,58.0,0,0,0.047059,5.0,1.0,0
New York,2013-08-16,In Search of Blind Joe Death: The Saga of John Fahey,58.0,0,0,0.047059,5.0,1.0,0
Oregon,2013-08-16,In Search of Blind Joe Death: The Saga of John Fahey,58.0,0,0,0.047059,5.0,1.0,0
Washington,2013-08-16,In Search of Blind Joe Death: The Saga of John Fahey,58.0,0,0,0.047059,5.0,1.0,0
Mississippi,2000-02-27,Freedom Song,112.0,0,0,0.027255,0.0,0.0,0
Mississippi,1970-01-01,The Traveling Executioner,95.0,0,0,0.011938,6.4,4.0,0
Mississippi,2010-08-15,Neshoba,87.0,0,0,0.005892,0.0,0.0,0
Mississippi,2005-01-01,Spicebush,68.0,0,0,0.003342,0.0,0.0,0
Mississippi,1989-01-01,Raiders of the Lost Ark - The Adaptation,100.0,5000,0,0.001586,6.3,6.0,-10000
Mississippi,1992-04-01,Deep Blues,91.0,0,0,1e-06,8.0,1.0,0
Missouri,1992-10-08,Under Siege,103.0,35000000,156563139,9.918269,6.1,405.0,86563139
Missouri,1996-01-31,Waiting for Guffman,84.0,0,0,8.130999,7.4,66.0,0
Missouri,1999-11-24,Ride with the Devil,138.0,38000000,635096,7.059308,6.6,49.0,-75364904
Missouri,2004-04-07,Johnson Family Vacation,97.0,12000000,31179516,3.223039,4.8,31.0,7179516
Missouri,2009-01-01,Phantom Punch,105.0,0,0,2.228889,5.6,7.0,0
Missouri,1952-02-13,Bend of the River,91.0,0,0,2.062483,6.8,30.0,0
Oregon,1952-02-13,Bend of the River,91.0,0,0,2.062483,6.8,30.0,0
Missouri,1952-08-19,The Big Sky,140.0,140,0,1.898482,5.6,10.0,-280
Tennessee,1952-08-19,The Big Sky,140.0,140,0,1.898482,5.6,10.0,-280
Missouri,1941-07-26,Bad Men of Missouri,71.0,0,0,1.692907,5.0,2.0,0
Missouri,1957-03-22,The True Story of Jesse James,92.0,0,0,1.626869,5.3,10.0,0
Missouri,2014-01-19,Rich Hill,91.0,0,0,1.576038,7.6,23.0,0
Missouri,2009-04-04,Love Takes Wing,88.0,0,0,1.570009,5.6,10.0,0
Missouri,1938-02-11,The Adventures of Tom Sawyer,90.0,0,0,0.979391,6.7,11.0,0
Missouri,2005-10-21,The Work and the Glory II: American Zion,100.0,6500000,2025032,0.797014,8.0,6.0,-10974968
Missouri,2006-11-22,The Work and the Glory III: A House Divided,89.0,6500000,1325092,0.752508,7.5,2.0,-11674908
Missouri,2016-04-30,Do Not Resist,70.0,0,0,0.563982,6.6,8.0,0
Missouri,1947-08-04,The Romance of Rosy Ridge,105.0,0,0,0.552976,0.0,0.0,0
Missouri,2014-06-13,Spanish Lake,82.0,0,0,0.330074,5.5,2.0,0
Missouri,2010-12-17,Kathleen Madigan: Gone Madigan,64.0,0,0,0.246567,6.8,4.0,0
New York,2010-12-17,Kathleen Madigan: Gone Madigan,64.0,0,0,0.246567,6.8,4.0,0
Missouri,1974-12-20,Seven Alone,97.0,0,0,0.201163,6.0,1.0,0
Oregon,1974-12-20,Seven Alone,97.0,0,0,0.201163,6.0,1.0,0
Missouri,1957-03-01,The Big Land,92.0,0,0,0.164676,6.0,4.0,0
Texas,1957-03-01,The Big Land,92.0,0,0,0.164676,6.0,4.0,0
Missouri,2005-04-25,Homemade Hillbilly Jam,0.0,0,0,0.112165,5.5,2.0,0
Missouri,2009-03-28,Saving Grace B. Jones,0.0,0,0,0.107949,4.5,2.0,0
Missouri,1936-02-15,The Voice of Bugle Ann,72.0,0,0,0.078521,7.0,1.0,0
Missouri,2013-04-04,We Always Lie to Strangers,108.0,0,0,0.072054,5.0,1.0,0
Missouri,2006-06-16,Can Mr. Smith Get to Washington Anymore?,82.0,0,0,0.056741,0.0,0.0,0
Washington,2006-06-16,Can Mr. Smith Get to Washington Anymore?,82.0,0,0,0.056741,0.0,0.0,0
Missouri,2005-03-11,The Grace Lee Project,68.0,0,5965,0.003305,0.0,0.0,5965
Missouri,1945-01-01,Appointment in Tokyo,56.0,0,0,0.002307,0.0,0.0,0
Montana,1992-10-09,A River Runs Through It,123.0,0,43440294,12.583826,7.0,241.0,43440294
Montana,1983-12-08,Scarface,170.0,25000000,65884703,11.299673,8.0,3017.0,15884703
Montana,2013-09-21,Nebraska,115.0,12000000,17654912,11.160699,7.4,648.0,-6345088
Nebraska,2013-09-21,Nebraska,115.0,12000000,17654912,11.160699,7.4,648.0,-6345088
Montana,1991-05-31,Soapdish,97.0,0,36489888,9.904821,6.0,61.0,36489888
Montana,2014-09-10,Cut Bank,92.0,5000000,0,8.901282,5.4,93.0,-10000000
Montana,2013-10-16,The Young and Prodigious T.S. Spivet,105.0,33000000,9494789,6.839535,6.7,234.0,-56505211
Montana,2001-09-07,Knockaround Guys,92.0,15000000,12000000,6.557426,5.9,99.0,-18000000
New York,2001-09-07,Knockaround Guys,92.0,15000000,12000000,6.557426,5.9,99.0,-18000000
Montana,2009-04-10,Hannah Montana: The Movie,102.0,35000000,155545279,6.332878,6.0,465.0,85545279
Tennessee,2009-04-10,Hannah Montana: The Movie,102.0,35000000,155545279,6.332878,6.0,465.0,85545279
Montana,2010-11-06,Hunt to Kill,98.0,2300000,0,6.043774,4.9,36.0,-4600000
Montana,2013-09-27,Baggage Claim,96.0,8500000,22456509,5.590678,5.6,87.0,5456509
Montana,1956-08-31,Bus Stop,96.0,0,0,3.899327,5.9,53.0,0
Montana,1995-09-08,Last of the Dogmen,118.0,0,0,3.205275,7.2,34.0,0
Montana,2010-04-30,Gunless,89.0,10000000,0,2.726078,6.7,27.0,-20000000
Montana,2008-02-01,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,82.0,0,0,1.949504,5.7,23.0,0
Montana,1957-03-19,Men in War,102.0,0,0,1.807804,7.1,12.0,0
Montana,2000-04-18,Big Eden,117.0,0,512451,1.629476,6.1,13.0,512451
New York,2000-04-18,Big Eden,117.0,0,512451,1.629476,6.1,13.0,512451
Montana,1955-09-22,The Tall Men,122.0,0,0,1.445309,6.2,8.0,0
Texas,1955-09-22,The Tall Men,122.0,0,0,1.445309,6.2,8.0,0
Montana,2009-06-12,Call of the Wild,87.0,0,270210,1.409435,6.1,5.0,270210
Montana,1975-01-01,Rancho Deluxe,93.0,0,0,1.211911,5.5,7.0,0
Montana,2015-01-23,Being Evel,100.0,0,0,1.197099,7.1,9.0,0
Montana,2014-09-10,I Am Evel Knievel,94.0,0,0,1.16603,6.7,6.0,0
Montana,2006-07-08,Wild Hearts,84.0,0,0,1.058512,5.0,4.0,0
Montana,1998-07-25,Diamond Girl,91.0,0,0,0.907988,3.3,4.0,0
Montana,2008-01-01,The Violent Kind,85.0,0,0,0.883589,2.0,1.0,0
Montana,2015-12-01,The Flight Before Christmas,90.0,0,0,0.850828,5.0,9.0,0
Montana,1993-11-14,Return to Lonesome Dove,340.0,0,0,0.782922,6.4,10.0,0
Nebraska,1993-11-14,Return to Lonesome Dove,340.0,0,0,0.782922,6.4,10.0,0
Montana,1976-05-20,Trackdown,98.0,0,0,0.748744,0.0,0.0,0
Montana,2013-06-14,Winter in the Blood,98.0,0,0,0.647629,6.0,1.0,0
Montana,1950-01-28,Montana,76.0,0,0,0.579823,4.8,2.0,0
Montana,2002-04-12,Lone Hero,0.0,0,0,0.567991,0.0,0.0,0
Montana,2009-02-04,Sweetgrass,101.0,0,206728,0.492745,6.9,9.0,206728
Montana,1984-04-04,The Stone Boy,91.0,0,0,0.481371,5.7,3.0,0
Montana,1980-04-08,Kenny Rogers as The Gambler,94.0,0,0,0.426405,3.1,4.0,0
Montana,2015-01-22,Tired Moonlight,76.0,0,0,0.409933,6.0,2.0,0
Montana,2008-02-07,Montana,94.0,0,0,0.40151,2.5,2.0,0
Montana,2009-04-25,Entre Nos,80.0,0,0,0.392813,6.9,11.0,0
New York,2009-04-25,Entre Nos,80.0,0,0,0.392813,6.9,11.0,0
Montana,1987-05-22,Amazing Grace and Chuck,114.0,0,0,0.382554,6.3,5.0,0
Montana,2002-09-09,An Injury to One,53.0,0,0,0.04201,7.0,1.0,0
Montana,2007-08-02,Bigfoot Lives,81.0,35,0,0.003539,0.0,0.0,-70
New York,2007-08-02,Bigfoot Lives,81.0,35,0,0.003539,0.0,0.0,-70
Montana,1957-11-01,Slim Carter,82.0,0,0,0.001346,0.0,0.0,0
Nebraska,2010-09-13,The Whistleblower,112.0,0,0,12.510849,6.6,157.0,0
Nebraska,1984-03-09,Children of the Corn,93.0,800000,14000000,11.84696,5.6,243.0,12400000
