title,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,net_income
Spontaneous Combustion,1990-02-23,97.0,0,0,1.250266,4.6,17.0,0
Night Terrors,1993-11-09,98.0,0,0,1.011941,4.6,5.0,0
Trance,2001-01-01,100.0,0,0,0.41754,6.0,1.0,0
Tell,2014-12-04,89.0,0,0,1.924119,5.4,21.0,0
In the Shadow of the Machine,1928-11-09,22.0,0,0,0.129252,7.0,2.0,0
Kill the Messenger,2014-10-09,112.0,5000000,2450846,13.524048,6.6,359.0,-7549154
Dead Souls,2012-10-11,93.0,0,0,2.366645,3.9,21.0,0
Village People,2013-04-15,85.0,1059300,0,0.374601,4.3,2.0,-2118600
A Gorgeous Girl Like Me,1972-09-13,98.0,0,457163,0.326486,7.2,8.0,457163
Touch the Top of the World,2006-06-18,89.0,0,0,0.374025,6.0,1.0,0
Travel Beyond the Three Seas,1957-01-01,144.0,0,0,0.60467,7.3,3.0,0
The Hearts of Age,1934-01-01,8.0,0,0,0.179142,5.0,5.0,0
H6: Diary of a Serial Killer,2005-01-01,92.0,0,0,0.976804,5.0,4.0,0
Sallah,1964-01-01,110.0,0,0,0.728502,7.4,4.0,0
Grant Morrison:  Talking with Gods,2010-10-26,80.0,0,0,0.511896,5.8,6.0,0
The Universe of Keith Haring,2009-02-28,90.0,0,0,0.147195,5.8,4.0,0
The Kingdom of Dreams and Madness,2013-11-16,118.0,0,0,5.463002,7.7,49.0,0
Mei and the Kittenbus,2002-01-01,13.0,0,0,2.146182,7.3,17.0,0
"Texas, Adios",1966-08-28,93.0,0,0,0.819728,4.0,4.0,0
The Bloodstained Shadow,1978-06-02,109.0,0,0,0.689476,7.3,3.0,0
"Today We Kill, Tomorrow We Die!",1968-03-28,105.0,0,0,1.402856,5.6,12.0,0
The Devil and Holy Water,1983-09-01,0.0,0,0,0.049057,5.0,1.0,0
Colt 38 Special Squad,1976-07-24,110.0,0,0,0.004537,0.0,0.0,0
Ricky e Barabba,1992-12-19,0.0,0,0,1.796656,5.7,41.0,0
Six Swedish Girls at a Pump,1980-09-19,85.0,0,0,0.878137,3.7,3.0,0
Killer Cop,1975-03-27,95.0,0,0,0.000211,0.0,0.0,0
A Cinderella Story: Once Upon a Song,2011-09-05,88.0,0,0,5.899663,6.1,282.0,0
Baba Yaga,1973-09-20,91.0,0,0,1.67161,5.7,13.0,0
Play Motel,1979-01-01,87.0,0,0,0.224353,2.0,2.0,0
The Mad Dog Killer,1977-10-29,91.0,0,0,0.834117,6.2,7.0,0
The Great Kidnapping,1973-11-16,95.0,0,0,0.049823,10.0,1.0,0
Bring It On: In It To Win It,2007-12-12,90.0,0,0,0.252987,5.9,114.0,0
Independents,2007-07-21,77.0,0,0,0.004454,0.0,0.0,0
Between Miracles,1971-05-24,122.0,0,0,0.708466,5.7,6.0,0
The Rebel,1980-01-01,87.0,0,0,0.000561,0.0,0.0,0
The Night Evelyn Came out of the Grave,1971-08-18,103.0,0,0,0.801941,6.4,12.0,0
The New Monsters Today,2009-03-27,0.0,0,0,0.32023,3.5,4.0,0
Stunt Squad,1977-07-27,92.0,0,0,0.000844,8.3,3.0,0
Tifosi,1999-10-01,0.0,0,0,3.003893,5.1,66.0,0
The Cyclone,1996-01-01,91.0,0,0,4.815947,6.6,129.0,0
Il tifoso larbitro e il calciatore,1982-08-01,0.0,0,0,0.717013,4.8,6.0,0
Death Steps in the Dark,1977-02-17,91.0,0,0,0.979431,5.0,5.0,0
"Black Emmanuelle, White Emmanuelle",1976-08-06,94.0,0,0,1.723663,4.0,4.0,0
Il... Belpaese,1977-01-01,0.0,0,0,0.007963,6.0,1.0,0
Savage Three,1975-09-20,84.0,0,0,0.68637,0.0,0.0,0
Larma,1978-09-07,83.0,0,0,0.01121,0.0,0.0,0
A Man Called Magnum,1977-08-07,88.0,0,0,0.02553,6.0,2.0,0
Il fischio al naso,1967-08-06,0.0,0,0,0.001202,0.0,0.0,0
Viuuulentemente mia,1982-03-15,0.0,0,0,0.009192,3.4,5.0,0
Gangsters,1977-01-01,90.0,0,0,0.00068,0.0,0.0,0
Gente Di Rispetto,1975-10-30,113.0,0,0,0.00052,0.0,0.0,0
Jarhead 2: Field of Fire,2014-08-14,103.0,0,0,2.095438,5.5,74.0,0
The Mule,2014-03-10,103.0,0,0,5.481206,6.2,56.0,0
Chantilly Lace,1993-07-18,102.0,0,0,0.560405,0.0,0.0,0
Shy People,1987-05-01,118.0,0,0,0.630259,6.0,4.0,0
Shadows in an Empty Room,1976-03-09,100.0,0,0,0.28812,0.0,0.0,0
Dots,1940-01-01,2.0,0,0,0.211812,5.2,6.0,0
Hen Hop,1942-01-01,4.0,0,0,0.244887,6.2,5.0,0
Rock the Boat,1944-12-31,4.0,0,0,0.107923,5.3,3.0,0
Jingle All the Way 2,2014-12-02,93.0,5000000,0,2.448724,4.0,11.0,-10000000
The Face of Love,2013-10-25,92.0,4000000,350006,2.999052,5.9,43.0,-7649994
Every Girl Should Be Married,1948-12-25,85.0,0,0,0.593272,6.3,6.0,0
Eight Iron Men,1952-12-01,80.0,0,0,0.805255,8.5,2.0,0
A True Mob Story,1998-07-01,112.0,0,0,0.522017,7.0,3.0,0
In the Folds of the Flesh,1970-05-02,88.0,0,0,0.979763,6.6,4.0,0
The Hobbit: The Battle of the Five Armies,2014-12-10,144.0,250000000,956019788,31.718977,7.1,4884.0,456019788
The Viking Queen,1967-03-25,91.0,0,0,0.62076,5.1,5.0,0
Selma,2014-12-25,127.0,20000000,66787908,7.107071,7.4,835.0,26787908
Unbroken,2014-12-25,137.0,65000000,163442937,10.543955,7.3,1437.0,33442937
Black Sea,2014-12-05,115.0,0,1171559,9.989679,6.2,410.0,1171559
Three Wise Fools,1946-09-26,90.0,0,0,0.354228,5.0,1.0,0
The Frame,2014-11-21,127.0,0,0,1.199515,6.5,25.0,0
The Red Queen Kills Seven Times,1972-08-18,100.0,0,0,1.01031,7.5,13.0,0
White Mischief,1987-11-30,107.0,5300000,0,7.312595,5.8,16.0,-10600000
Beyond Justice,1992-12-02,113.0,0,0,0.237159,2.3,2.0,0
Zorro,1975-03-06,124.0,0,0,2.823599,7.0,17.0,0
Man Without a Memory,1974-08-23,92.0,0,0,0.00363,5.9,6.0,0
Three Tough Guys,1974-05-29,92.0,0,0,0.017238,4.0,1.0,0
The Bloodstained Butterfly,1971-09-10,95.0,0,0,0.798926,6.3,10.0,0
Alive or Preferably Dead,1969-09-17,101.0,0,0,0.351634,7.0,1.0,0
Death Occurred Last Night,1970-09-04,93.0,0,0,0.67037,6.0,2.0,0
The Bastard,1968-10-29,102.0,0,0,0.321059,0.0,0.0,0
The Return of Ringo,1965-12-08,95.0,0,0,0.812402,7.2,10.0,0
A Pistol for Ringo,1965-05-12,98.0,0,0,1.492526,6.0,12.0,0
The Scapegoat,1963-08-23,0.0,0,0,0.739498,0.0,0.0,0
Kiss Kiss... Bang Bang,1966-05-16,112.0,0,0,0.70842,8.5,3.0,0
The Good Lie,2014-09-09,110.0,0,0,10.831362,7.3,210.0,0
Action Jackson,2014-12-05,144.0,0,0,0.914507,3.6,8.0,0
The Improv: 50 Years Behind the Brick Wall,2013-12-06,60.0,0,0,1.137949,7.5,4.0,0
I Am Santa Claus,2014-11-04,89.0,0,0,1.734826,6.3,17.0,0
"The Missing Piece: Mona Lisa, Her Thief, the True Story",2012-10-12,85.0,0,0,0.062588,7.0,1.0,0
Wild Heritage,1958-08-01,78.0,0,0,1.211691,5.0,1.0,0
The Widow From Chicago,1930-11-23,64.0,0,0,0.833388,3.3,3.0,0
Lap Dance,2014-12-05,100.0,0,0,3.66256,4.4,29.0,0
The Baby Maker,1970-10-01,109.0,0,0,0.020072,0.0,0.0,0
Fat Pizza,2003-04-10,96.0,400000,7888102,0.99099,5.7,10.0,7088102
Good Copy Bad Copy,2007-01-01,59.0,0,0,0.400687,7.2,8.0,0
Comin at Ya!,1981-07-24,91.0,0,0,0.24036,4.6,4.0,0
When the Road Bends: Tales of a Gypsy Caravan,2006-04-30,110.0,0,0,0.295596,8.0,1.0,0
Holy Flying Circus,2011-10-19,89.0,0,0,1.298334,5.9,11.0,0
House of the Dead 2,2005-10-14,95.0,6000000,0,2.693566,4.0,29.0,-12000000
Prey,2011-07-13,142.0,0,0,0.714459,5.1,11.0,0
Silent Madness,1984-10-26,93.0,0,0,0.037714,5.0,1.0,0
Wodehouse In Exile,2013-03-25,82.0,0,0,0.502063,7.0,2.0,0
Zombie Reanimation,2009-11-30,86.0,0,0,0.058367,2.0,1.0,0
Made in Jamaica,2006-09-13,0.0,0,0,0.042518,6.0,1.0,0
Playing It Cool,2014-09-26,94.0,0,0,9.689284,5.6,258.0,0
Dogging: A Love Story,2009-12-26,108.0,0,0,0.063992,2.0,1.0,0
Blood Dolls,1999-08-31,84.0,0,0,0.596097,4.9,9.0,0
Cheerleader Massacre,2003-03-25,85.0,0,0,0.65575,3.6,9.0,0
Flower and Snake 5: Rope Magic,1987-12-05,0.0,0,0,1.245621,0.0,0.0,0
McLibel,2005-05-20,85.0,0,0,0.803616,7.8,4.0,0
Bag Boy,2007-09-14,94.0,0,0,0.996333,3.8,4.0,0
School of the Holy Beast,1974-02-16,91.0,0,0,1.941312,7.0,18.0,0
The Appointments Of Dennis Jennings,1988-01-01,29.0,0,0,0.078166,7.0,1.0,0
The Atrocity Exhibition,2000-06-05,105.0,0,0,0.140566,5.5,2.0,0
The Beales of Grey Gardens,2006-07-21,90.0,400000,0,0.640882,6.5,10.0,-800000
The Touch of Her Flesh,1967-04-19,78.0,0,0,0.371249,3.5,3.0,0
Virgin Witch,1972-06-08,88.0,0,0,0.91024,5.7,9.0,0
The Zombie Chronicles,2001-01-01,71.0,0,0,0.036669,0.5,1.0,0
The Dust Bowl,2012-11-17,240.0,0,0,0.434151,6.5,2.0,0
Paris by Night,2012-01-03,100.0,0,0,1.414594,6.1,20.0,0
Honor Among Lovers,1931-03-21,75.0,0,0,0.010595,0.0,0.0,0
A Smoky Mountain Christmas,1986-12-14,94.0,0,0,0.630396,4.0,2.0,0
Closer to the Moon,2013-11-29,112.0,9000000,0,1.375615,6.4,13.0,-18000000
Un marido de ida y vuelta,1957-08-26,94.0,0,0,0.006744,0.0,0.0,0
Marvellous,2015-02-19,90.0,0,0,3.448294,7.3,38.0,0
Somewhere in the Night,1946-06-12,110.0,0,0,1.194854,6.0,13.0,0
Love Camp 7,1969-10-04,96.0,0,0,1.214539,4.4,8.0,0
Free the Nipple,2014-12-12,90.0,937000,0,1.405665,5.0,14.0,-1874000
Bachelor Night,2014-08-12,88.0,0,0,0.722405,3.8,9.0,0
Khumba,2013-07-18,85.0,20000000,27187375,5.219667,5.8,74.0,-12812625
A Girl Walks Home Alone at Night,2014-01-19,99.0,1000000,395000,6.039895,6.9,258.0,-1605000
1981,2009-09-04,102.0,0,0,1.348299,6.9,12.0,0
1987,2014-08-06,0.0,4000000,0,0.854327,6.8,6.0,-8000000
Crimi Clowns: De Movie,2013-04-03,102.0,0,0,0.170043,6.0,4.0,0
Dave Chappelle: For What its Worth,2004-09-04,58.0,0,0,1.930293,8.2,23.0,0
Bill Hicks: Relentless,1992-01-01,61.0,0,0,0.853196,8.7,16.0,0
Ellen DeGeneres: The Beginning,2000-07-23,66.0,0,0,0.17475,4.7,3.0,0
Scooby-Doo! Abracadabra-Doo,2010-02-16,75.0,0,0,6.945449,6.6,25.0,0
Mommy,2014-05-22,138.0,4900000,3494070,14.876086,8.2,734.0,-6305930
A Most Violent Year,2014-12-30,125.0,20000000,12007070,17.187708,6.5,550.0,-27992930
Wild,2014-12-05,115.0,15000000,52501541,11.209154,7.0,961.0,22501541
Zebra Lounge,2001-10-04,93.0,0,0,1.745899,4.1,13.0,0
Rapid Fire,2006-01-01,90.0,0,0,0.995223,5.5,4.0,0
Jack the Ripper,1988-10-21,182.0,0,0,2.102138,6.6,15.0,0
Brutal,2007-07-10,91.0,0,0,1.077177,2.4,4.0,0
The Curse of King Tuts Tomb,2006-04-11,170.0,14000000,0,2.097579,3.7,12.0,-28000000
Titanic,1996-11-17,173.0,13000000,0,3.435807,6.3,45.0,-26000000
Butterfly Girl,2014-03-10,77.0,0,0,0.014141,0.0,0.0,0
Mr. Jones,2013-05-02,90.0,0,0,3.145229,4.6,36.0,0
Top Five,2014-12-12,102.0,0,25434291,7.355355,6.3,212.0,25434291
Bill Burr: Im Sorry You Feel That Way,2014-12-05,80.0,0,0,1.123035,7.6,24.0,0
The Uncommon Making of Petulia,2006-01-01,14.0,0,0,0.003786,0.0,0.0,0
Fiddle-de-dee,1947-01-01,3.0,0,0,0.100568,4.5,2.0,0
Blinkity Blank,1955-01-01,5.0,0,0,0.245883,6.1,7.0,0
Mail Early for Xmas,1959-01-01,2.0,0,0,0.076902,4.5,2.0,0
Canon,1964-01-01,10.0,0,0,0.249773,5.5,2.0,0
Boogie-Doodle,1940-01-01,4.0,0,0,0.321059,6.8,5.0,0
A Chairy Tale,1957-12-31,12.0,0,0,0.699012,6.5,6.0,0
The Aggression Scale,2012-05-29,85.0,0,0,1.302074,6.1,28.0,0
Blackbird,1959-06-05,4.0,0,0,0.156418,5.5,2.0,0
A Phantasy,1952-01-01,8.0,0,0,0.281658,6.6,5.0,0
Neighbours,1952-01-01,8.0,0,0,0.937717,7.8,19.0,0
New York Lightboard Record,1961-01-01,9.0,0,0,0.001679,0.0,0.0,0
Lines: Horizontal,1962-01-01,6.0,0,0,0.072187,5.5,2.0,0
Mosaic,1965-07-29,5.0,0,0,0.1148,4.7,3.0,0
Begone Dull Care,1949-01-01,8.0,0,0,1.217187,7.3,9.0,0
Synchromy,1971-01-01,7.0,0,0,0.164095,6.8,4.0,0
And Then There Was You,2013-10-19,99.0,0,0,2.686014,0.0,0.0,0
Straight on Till Morning,1972-07-09,96.0,0,0,0.467991,6.5,3.0,0
Amour fou,2014-05-16,96.0,0,0,0.912793,6.2,10.0,0
Redirected,2014-01-10,99.0,2700000,0,6.174324,5.7,162.0,-5400000
Dont Blink,2014-09-18,92.0,0,0,3.065359,4.7,53.0,0
Raiders from Beneath the Sea,1964-01-01,73.0,0,0,0.001283,0.0,0.0,0
The Wild Bunch: An Album in Montage,1996-11-01,35.0,0,0,0.001651,0.0,0.0,0
Big Eyes,2014-12-24,105.0,10000000,28883511,7.412826,6.8,1236.0,8883511
I due Pompieri,1968-07-02,0.0,0,0,0.08437,3.0,1.0,0
Into the Woods,2014-12-25,125.0,50000000,212902372,9.580785,5.6,1688.0,112902372
The Cop in Blue Jeans,1976-03-11,95.0,0,0,0.665794,6.8,7.0,0
Squadra antifurto,1976-10-29,101.0,0,0,0.222772,7.2,3.0,0
Squadra antitruffa,1977-04-21,0.0,0,0,0.144542,7.1,5.0,0
Little Italy,1978-10-10,0.0,0,0,0.27124,7.2,3.0,0
Squadra antigangsters,1979-10-10,0.0,0,0,0.462348,5.1,4.0,0
Assassination on the Tiber,1979-10-12,98.0,0,0,1.022522,6.5,5.0,0
Uno contro laltro praticamente amici,1980-12-01,0.0,0,0,0.514834,7.2,5.0,0
Delitto al ristorante cinese,1981-11-19,0.0,0,0,0.098906,5.8,7.0,0
The Haunted House,1982-01-01,95.0,0,0,1.060676,5.3,28.0,0
Delitto sullautostrada,1982-07-31,0.0,0,0,0.014895,6.9,7.0,0
Thieves and Robbers,1983-02-11,101.0,0,0,1.998473,6.1,17.0,0
Delitto al Blue Gay,1984-11-11,0.0,0,0,0.111062,4.7,5.0,0
Aladdin,1986-01-01,95.0,0,0,2.729721,5.4,46.0,0
"Rimini, Rimini: A Year Later",1988-01-01,110.0,0,0,0.409892,3.7,3.0,0
Scooby-Doo! and the Witchs Ghost,1999-11-05,70.0,0,0,6.121407,7.2,46.0,0
"Men, Women & Children",2014-10-17,116.0,0,461162,6.785735,6.4,323.0,461162
Loins of Punjab Presents,2008-09-12,88.0,0,0,0.079372,4.0,2.0,0
Animated Motion: Part 5,1978-01-01,7.0,0,0,1e-06,0.0,0.0,0
Narcissus,1983-08-18,22.0,0,0,0.085889,5.0,2.0,0
Killers,2014-02-01,137.0,0,0,2.129976,6.8,39.0,0
Galician Caress (of Clay),1995-01-01,23.0,0,0,0.4161,6.7,6.0,0
Water-mirror of Granada,1955-01-01,21.0,0,0,0.310877,7.1,8.0,0
Momo,2001-12-21,75.0,0,0,0.986673,7.3,11.0,0
Ascension,2014-12-15,282.0,0,0,2.097331,6.3,41.0,0
The Interview,2014-12-25,112.0,44000000,12342632,14.526049,6.1,2340.0,-75657368
Flap,1970-11-13,106.0,0,0,0.541883,0.0,0.0,0
Kingsman: The Secret Service,2015-01-29,130.0,81000000,414351546,28.224212,7.6,6069.0,252351546
Holidaze,2013-11-28,88.0,0,0,2.212869,4.9,16.0,0
Madonnas Pig,2011-11-09,100.0,0,0,0.133641,2.0,1.0,0
Night Watch,1973-11-08,99.0,0,0,1.20597,6.2,9.0,0
Bill Burr: You People Are All The Same,2012-08-16,68.0,0,0,1.658407,7.9,22.0,0
Night at the Museum: Secret of the Tomb,2014-12-17,97.0,127000000,349424282,19.539436,6.1,1893.0,95424282
The Nativity,1978-12-17,98.0,0,0,0.887877,0.0,0.0,0
Teenage,2013-04-20,80.0,0,0,1.695982,7.3,9.0,0
Beyond The Minds Eye,1992-10-09,45.0,0,0,0.016204,6.0,4.0,0
Fire in Castilla (Tactilvision from the Moor of the Fright),1961-04-30,20.0,0,0,0.337238,7.6,9.0,0
Lunch Break,2008-11-21,83.0,0,0,0.084113,10.0,1.0,0
Paradox,2010-01-01,82.0,0,0,1.585493,4.0,5.0,0
Special ID,2013-10-17,98.0,0,12666,4.099795,5.1,45.0,12666
Katt Williams: The Pimp Chronicles Pt. 1,2006-09-16,46.0,0,0,0.951326,6.4,10.0,0
Summer in February,2013-06-13,101.0,0,0,10.47983,5.6,37.0,0
Sorority Wars,2009-01-02,95.0,0,0,11.079075,6.0,70.0,0
Bad Karma,1991-01-01,36.0,0,0,0.00068,0.0,0.0,0
Fear Island,2009-09-08,95.0,0,0,2.194041,5.1,29.0,0
Walking on Sunshine,2014-06-19,97.0,0,0,4.747459,6.3,89.0,0
Heartbeat,1938-04-15,160.0,0,0,0.139009,4.8,2.0,0
Wheelmen,2005-06-03,93.0,0,0,1.747824,0.0,0.0,0
Big Brown Eyes,1936-04-03,77.0,0,0,0.467456,5.2,5.0,0
How Hitler Lost the War,1989-01-01,67.0,0,0,3e-06,0.0,0.0,0
King Ordinary,2013-09-04,97.0,0,0,1.770861,6.0,19.0,0
Food Stamped,2010-10-09,60.0,0,0,0.142575,5.0,1.0,0
Goodbye to All That,2014-12-17,87.0,0,0,2.489524,5.0,27.0,0
The Punisher: Dirty Laundry,2012-07-16,10.0,0,0,11.309444,7.3,144.0,0
Behaving Badly,2014-04-14,92.0,0,0,6.010463,4.9,198.0,0
A Madea Christmas,2013-12-13,100.0,0,0,4.470777,7.0,35.0,0
Nicholas on Holiday,2014-07-09,97.0,0,0,6.339846,5.2,120.0,0
The Walking Stick,1970-06-05,96.0,0,0,0.584448,10.0,1.0,0
The Nutcracker Prince,1990-01-01,75.0,0,0,2.185471,6.3,12.0,0
Bullets Dont Argue,1964-08-21,89.0,0,0,0.450778,6.0,1.0,0
Days and Nights,2014-09-26,92.0,0,0,5.480158,4.1,9.0,0
Dont Go In the Woods,1981-09-05,82.0,0,0,1.294959,4.2,19.0,0
Pigs,2007-11-05,85.0,0,0,4.85165,4.3,22.0,0
Professor Beware,1938-07-29,95.0,0,0,0.097874,5.5,1.0,0
"Listen, Darling",1938-10-21,75.0,0,0,0.486031,0.0,0.0,0
21-87,1963-04-24,9.0,0,0,0.897979,7.9,10.0,0
A Viking Saga: The Darkest Day,2013-06-10,82.0,0,0,0.06417,3.5,17.0,0
Thérèse,2012-05-27,110.0,0,0,1.813362,5.2,24.0,0
With Love... from the Age of Reason,2010-07-28,89.0,8000000,0,2.410173,5.1,34.0,-16000000
Yonkers Joe,2008-04-01,101.0,0,0,1.837949,4.0,5.0,0
A Thousand Times Good Night,2013-08-31,111.0,0,0,3.18631,7.0,39.0,0
Second Skin,2000-12-22,95.0,3,0,0.605088,4.0,6.0,-6
The Love Machine,1971-08-14,108.0,0,0,0.482649,3.5,2.0,0
The Lost Prince,2005-12-18,180.0,0,0,1.072258,4.8,4.0,0
Total Western,2000-06-13,105.0,0,0,0.236453,5.9,6.0,0
Madeas Big Happy Family,2011-04-22,106.0,25000000,53213633,2.503594,6.7,51.0,3213633
Bugs Bunnys Looney Christmas Tales,1979-11-27,22.0,0,0,1.016717,6.5,5.0,0
12 Dates of Christmas,2011-12-11,89.0,0,0,7.020737,5.6,56.0,0
The Kennedys,2011-04-03,0.0,0,0,0.789609,6.0,12.0,0
Quatsch und die Nasenbärbande,2014-10-13,0.0,0,0,0.067739,5.0,1.0,0
Teenage Dirtbag,2009-10-20,106.0,0,0,0.878564,6.5,8.0,0
12 Wishes of Christmas,2011-11-27,87.0,0,0,1.676886,5.8,10.0,0
An American Hippie in Israel,1972-01-01,95.0,0,0,0.016023,5.5,2.0,0
Blast,1997-03-13,105.0,700000,0,1.22525,3.8,7.0,-1400000
Carry On Teacher,1959-08-25,86.0,0,0,3.180019,6.9,15.0,0
Carry On Constable,1960-02-22,86.0,0,0,4.118721,6.4,18.0,0
Christinas House,2000-02-24,90.0,0,0,1.305349,4.1,10.0,0
The Arrival of Joachim Stiller,1976-11-29,120.0,0,0,0.009192,7.5,2.0,0
Dangerously Close,1986-05-09,95.0,0,2390525,0.004425,4.8,3.0,2390525
Daughters Courageous,1939-07-22,107.0,0,0,0.587828,6.0,3.0,0
Deceit,1992-08-21,92.0,0,0,1.108734,0.0,0.0,0
Demon Hunter,2005-06-01,78.0,0,0,1.42662,5.1,7.0,0
Demon Hunter,2012-03-20,90.0,0,0,0.553724,3.0,4.0,0
Destination Gobi,1953-03-20,90.0,0,0,0.200945,5.7,3.0,0
Down Twisted,1987-03-01,88.0,0,0,0.620626,1.0,1.0,0
Encore,1951-06-11,89.0,0,0,0.968603,7.3,3.0,0
Escape from Crime,1942-07-25,51.0,0,0,0.005536,0.0,0.0,0
Escape in the Fog,1945-04-05,65.0,0,0,0.530205,3.0,5.0,0
Esther and the King,1960-11-18,109.0,0,0,1.813569,5.5,2.0,0
Evasive Action,1998-01-01,91.0,0,0,0.098074,5.0,1.0,0
Even Angels Eat Beans,1973-03-22,118.0,0,0,6.634884,6.2,43.0,0
Everybody Has a Plan,2012-08-30,117.0,0,0,0.877481,4.8,11.0,0
Everyday Sunshine:  The Story of Fishbone,2011-10-07,107.0,0,0,0.060696,8.0,1.0,0
Ex-Lady,1933-05-14,67.0,0,0,0.542628,5.6,7.0,0
Exit to Hell,2013-09-30,81.0,0,0,0.041405,4.5,2.0,0
Exorcismus,2010-12-29,98.0,0,0,4.535245,5.3,49.0,0
Eye of the Hurricane,2012-03-10,104.0,0,0,0.471855,0.0,0.0,0
Eyeball,1975-01-24,91.0,0,0,1.013672,6.0,11.0,0
Face of Fire,1959-08-09,79.0,0,0,0.287522,6.8,2.0,0
Face The Music,1993-01-01,90.0,0,0,0.165855,5.2,3.0,0
Falling Awake,2010-01-29,110.0,0,0,0.082905,8.0,2.0,0
Nick Offerman: American Ham,2014-01-23,78.0,0,0,1.234448,6.8,15.0,0
Lemon Tree Passage,2014-08-25,84.0,0,0,2.254561,4.4,35.0,0
Stormheart,2008-08-01,95.0,0,0,0.430867,3.7,3.0,0
Seventh Son,2014-12-12,102.0,95000000,114178613,15.297821,5.2,980.0,-75821387
Gloss,2007-08-23,118.0,2500000,4684165,0.880482,3.6,6.0,-315835
A Nest of Gentry,1969-01-01,111.0,0,0,0.759401,5.5,2.0,0
The Story of Asya Klyachina,1966-01-01,99.0,0,0,1.058766,3.9,6.0,0
Out of the Ashes,2003-04-13,113.0,0,0,0.996542,3.8,3.0,0
The Prophecy: Forsaken,2005-09-06,75.0,0,0,1.040221,3.9,18.0,0
National Gallery,2014-10-08,180.0,0,0,1.09479,7.3,12.0,0
The 7th Floor,2013-09-05,0.0,0,0,4.015585,5.8,57.0,0
Heatstroke,2013-12-19,92.0,0,0,5.707479,5.2,35.0,0
The Wait,2013-01-31,96.0,0,0,1.315002,4.6,11.0,0
Munger Road,2011-09-30,85.0,0,0,0.993127,4.4,11.0,0
Myn Bala: Warriors of the Steppe,2012-04-25,133.0,10,0,2.267594,6.6,5.0,-20
Alyce Kills,2011-09-14,90.0,0,0,3.521225,5.8,35.0,0
Little Witches,1996-12-23,90.0,0,0,1.531474,4.4,7.0,0
The Haunting of Helena,2013-01-14,87.0,0,0,2.057244,4.8,26.0,0
Alice in Murderland,2010-02-05,90.0,0,0,0.678476,2.2,5.0,0
Elfie Hopkins,2012-04-20,85.0,0,0,1.134073,5.5,13.0,0
The Evictors,1979-04-17,92.0,0,0,1.385336,6.5,9.0,0
On the Ice,2011-12-14,96.0,0,0,0.919294,7.0,10.0,0
The Case of the Scorpions Tail,1971-08-16,90.0,0,0,5.913654,7.0,14.0,0
Let It Snow,2013-11-30,0.0,0,0,1.643516,5.3,10.0,0
Chasing Christmas,2005-12-04,81.0,0,0,1.049631,5.0,6.0,0
Piranhaconda,2012-06-16,90.0,1000000,0,6.607263,3.8,16.0,-2000000
Corner Gas: The Movie,2014-12-03,90.0,8500000,0,0.994222,5.6,17.0,-17000000
Charleston,1974-09-10,111.0,0,0,0.077444,0.5,1.0,0
Common,2014-07-06,90.0,0,0,1.113581,6.4,14.0,0
Woman of Antwerp,1948-09-03,95.0,0,0,0.368717,6.0,1.0,0
Love Without Pity,1989-11-22,84.0,0,0,0.002317,8.0,2.0,0
Ethel,2012-01-20,97.0,0,0,0.023001,0.0,0.0,0
Exit Smiling,1926-11-06,77.0,0,0,0.202315,8.5,2.0,0
Fanny,2013-07-10,102.0,0,0,2.189812,6.3,25.0,0
Fearless Fagan,1952-08-15,79.0,0,0,0.351728,10.0,1.0,0
FernGully 2: The Magical Rescue,1998-03-17,72.0,0,0,1.273338,4.8,12.0,0
Fiesta,1947-06-12,104.0,0,0,0.329837,4.0,1.0,0
Fight for Your Life,1977-10-03,82.0,0,0,1.233805,5.7,17.0,0
Fighting Mad,1976-02-21,90.0,600000,0,0.094378,5.5,3.0,-1200000
Filthy Gorgeous: The Bob Guccione Story,2013-04-25,96.0,0,0,1.076442,5.8,5.0,0
Final,2001-06-08,111.0,0,0,1.117728,6.0,9.0,0
Family Way,2012-11-21,132.0,0,0,1.513933,6.4,24.0,0
Miss Minoes,2001-12-06,86.0,0,0,3.642711,6.5,21.0,0
Crazy for Christmas,2005-12-25,90.0,0,0,0.696355,5.0,3.0,0
Arizona Colt Returns,1970-08-14,0.0,0,0,0.078435,0.0,0.0,0
Giovannona Long-Thigh,1973-04-12,94.0,0,0,1.992836,5.7,9.0,0
The Violent Professionals,1973-08-22,104.0,0,0,0.542048,6.0,4.0,0
Gambling City,1975-01-23,101.0,0,0,0.001435,0.0,0.0,0
Silent Action,1975-04-05,98.0,0,0,0.000783,0.0,0.0,0
The Suspicious Death of a Minor,1975-08-12,100.0,0,0,0.896633,6.5,2.0,0
A Man Called Blade,1977-08-13,96.0,0,0,2.114454,7.0,5.0,0
The Mountain of the Cannibal God,1978-05-23,99.0,0,0,1.917511,5.7,18.0,0
Island of the Fishmen,1979-01-18,93.0,0,0,1.273167,6.6,13.0,0
"Saturday, Sunday and Friday",1979-06-06,108.0,0,0,0.113966,4.7,3.0,0
The Great Alligator,1979-11-03,89.0,0,0,0.481113,2.7,3.0,0
Dont Play with Tigers,1982-01-15,148.0,0,0,1.874153,5.3,13.0,0
The Scorpion with Two Tails,1982-09-17,94.0,0,0,0.470938,3.5,4.0,0
